ORI,State,County,Agency
CA00702,California,"Contra Costa, CA",Brentwood
CA00704,California,"Contra Costa, CA",Concord
CA00705,California,"Contra Costa, CA",El Cerrito
CA00706,California,"Contra Costa, CA",Hercules
CA00707,California,"Contra Costa, CA",Pinole
CA00708,California,"Contra Costa, CA",Pittsburg
CA00709,California,"Contra Costa, CA",Pleasant Hill
CA00710,California,"Contra Costa, CA",Richmond
CA00711,California,"Contra Costa, CA",San Pablo
CA00712,California,"Contra Costa, CA",Walnut Creek
CA00713,California,"Contra Costa, CA",Kensington
CA00714,California,"Contra Costa, CA",Martinez
CA00718,California,"Contra Costa, CA",San Francisco Bay Area Rapid Transit: Contra Costa
CA00723,California,"Contra Costa, CA",Danville
CA00726,California,"Contra Costa, CA",Orinda
CA00734,California,"Contra Costa, CA",Oakley
CA00799,California,"Contra Costa, CA",HP: Contra Costa County
CA00800,California,"Del Norte, CA",Del Norte County
CA00900,California,"El Dorado, CA",El Dorado County
CA00901,California,"El Dorado, CA",Placerville
CA00902,California,"El Dorado, CA",South Lake Tahoe
CA01000,California,"Fresno, CA",Fresno County
CA01001,California,"Fresno, CA",Clovis
CA01002,California,"Fresno, CA",Coalinga
CA01004,California,"Fresno, CA",Fowler
CA01005,California,"Fresno, CA",Fresno
CA01006,California,"Fresno, CA",Huron
CA01007,California,"Fresno, CA",Kerman
CA01008,California,"Fresno, CA",Kingsburg
CA01009,California,"Fresno, CA",Mendota
CA01010,California,"Fresno, CA",Orange Cove
CA01011,California,"Fresno, CA",Parlier
CA01012,California,"Fresno, CA",Reedley
CA01013,California,"Fresno, CA",Sanger
CA01015,California,"Fresno, CA",Selma
CA01100,California,"Glenn, CA",Glenn County
CA01101,California,"Glenn, CA",Orland
CA01200,California,"Humboldt, CA",Humboldt County
CA01201,California,"Humboldt, CA",Arcata
CA01203,California,"Humboldt, CA",Eureka
CA01205,California,"Humboldt, CA",Fortuna
CA01207,California,"Humboldt, CA",Rio Dell
CA01299,California,"Humboldt, CA",Hp: Humboldt County
CA01300,California,"Imperial, CA",Imperial County
CA01301,California,"Imperial, CA",Brawley
CA01302,California,"Imperial, CA",Calexico
CA01304,California,"Imperial, CA",El Centro
CA01305,California,"Imperial, CA",Holtville
CA01306,California,"Imperial, CA",Imperial
CA01307,California,"Imperial, CA",Westmorland
CA01400,California,"Inyo, CA",Inyo County
CA01401,California,"Inyo, CA",Bishop
CA01500,California,"Kern, CA",Kern County
CA01501,California,"Kern, CA",Arvin
CA01502,California,"Kern, CA",Bakersfield
CA01503,California,"Kern, CA",Delano
CA01505,California,"Kern, CA",Mcfarland
CA01506,California,"Kern, CA",Ridgecrest
CA01507,California,"Kern, CA",Shafter
CA01509,California,"Kern, CA",Tehachapi
CA01511,California,"Kern, CA",California City
CA01514,California,"Kern, CA",Stallion Springs
CA01515,California,"Kern, CA",Bear Valley
CA01599,California,"Kern, CA",Hp: Kern County
CA01600,California,"Kings, CA",Kings County
CA01601,California,"Kings, CA",Corcoran
CA01602,California,"Kings, CA",Hanford
CA01603,California,"Kings, CA",Lemoore
CA01607,California,"Kings, CA",Avenal
CA01700,California,"Lake, CA",Lake County
CA01702,California,"Lake, CA",Clearlake
CA01799,California,"Lake, CA",HP: Lake County
CA01800,California,"Lassen, CA",Lassen County
CA01801,California,"Lassen, CA",Susanville
CA01900,California,"Los Angeles, CA",Los Angeles County
CA01901,California,"Los Angeles, CA",Alhambra
CA01902,California,"Los Angeles, CA",Arcadia
CA01903,California,"Los Angeles, CA",Artesia
CA01905,California,"Los Angeles, CA",Azusa
CA01906,California,"Los Angeles, CA",Baldwin Park
CA01907,California,"Los Angeles, CA",Bell
CA01908,California,"Los Angeles, CA",Bellflower
CA01909,California,"Los Angeles, CA",Bell Gardens
CA0190X,California,"Los Angeles, CA",Westlake Village
CA01910,California,"Los Angeles, CA",Beverly Hills
CA01912,California,"Los Angeles, CA",Burbank
CA01913,California,"Los Angeles, CA",Claremont
CA01914,California,"Los Angeles, CA",Commerce
CA01915,California,"Los Angeles, CA",Compton
CA01916,California,"Los Angeles, CA",Covina
CA01917,California,"Los Angeles, CA",Cudahy
CA01918,California,"Los Angeles, CA",Culver City
CA01919,California,"Los Angeles, CA",Cerritos
CA0191H,California,"Los Angeles, CA",West Hollywood
CA0191R,California,"Los Angeles, CA",Santa Clarita
CA0191W,California,"Los Angeles, CA",Diamond Bar
CA01920,California,"Los Angeles, CA",Downey
CA01921,California,"Los Angeles, CA",Duarte
CA01922,California,"Los Angeles, CA",El Monte
CA01923,California,"Los Angeles, CA",El Segundo
CA01924,California,"Los Angeles, CA",Gardena
CA01925,California,"Los Angeles, CA",Glendale
CA01926,California,"Los Angeles, CA",Glendora
CA01927,California,"Los Angeles, CA",Hawaiian Gardens
CA01928,California,"Los Angeles, CA",Hawthorne
CA01929,California,"Los Angeles, CA",Hermosa Beach
CA0192H,California,"Los Angeles, CA",Calabasas
CA0192J,California,"Los Angeles, CA",Malibu
CA0192U,California,"Los Angeles, CA",LA Transportation Services Bureau
CA01931,California,"Los Angeles, CA",Huntington Park
CA01932,California,"Los Angeles, CA",Industry
CA01933,California,"Los Angeles, CA",Inglewood
CA01934,California,"Los Angeles, CA",Irwindale
CA01935,California,"Los Angeles, CA",Lakewood
CA01936,California,"Los Angeles, CA",La Mirada
CA01937,California,"Los Angeles, CA",La Puente
CA01938,California,"Los Angeles, CA",La Verne
CA01939,California,"Los Angeles, CA",Lawndale
CA01940,California,"Los Angeles, CA",Lomita
CA01941,California,"Los Angeles, CA",Long Beach
CA01942,California,"Los Angeles, CA",Los Angeles
CA01943,California,"Los Angeles, CA",Lynwood
CA01944,California,"Los Angeles, CA",Manhattan Beach
CA01945,California,"Los Angeles, CA",Maywood
CA01946,California,"Los Angeles, CA",Monrovia
CA01947,California,"Los Angeles, CA",Montebello
CA01948,California,"Los Angeles, CA",Monterey Park
CA01949,California,"Los Angeles, CA",Norwalk
CA01950,California,"Los Angeles, CA",Palmdale
CA01952,California,"Los Angeles, CA",Paramount
CA01953,California,"Los Angeles, CA",Pasadena
CA01954,California,"Los Angeles, CA",Pico Rivera
CA01955,California,"Los Angeles, CA",Pomona
CA01956,California,"Los Angeles, CA",Redondo Beach
CA01958,California,"Los Angeles, CA",Rolling Hills Estates
CA01959,California,"Los Angeles, CA",Rosemead
CA01960,California,"Los Angeles, CA",San Dimas
CA01961,California,"Los Angeles, CA",San Fernando
CA01962,California,"Los Angeles, CA",San Gabriel
CA01964,California,"Los Angeles, CA",Santa Fe Springs
CA01965,California,"Los Angeles, CA",Santa Monica
CA01967,California,"Los Angeles, CA",Signal Hill
CA01968,California,"Los Angeles, CA",South El Monte
CA01969,California,"Los Angeles, CA",South Gate
CA01970,California,"Los Angeles, CA",South Pasadena
CA01971,California,"Los Angeles, CA",Temple City
CA01972,California,"Los Angeles, CA",Torrance
CA01973,California,"Los Angeles, CA",Vernon
CA01974,California,"Los Angeles, CA",Walnut
CA01975,California,"Los Angeles, CA",West Covina
CA01976,California,"Los Angeles, CA",Whittier
CA01977,California,"Los Angeles, CA",Carson
CA01978,California,"Los Angeles, CA",California St Polytec University: Pomona
CA01980,California,"Los Angeles, CA",Rancho Palos Verdes
CA01990,California,"Los Angeles, CA",La Canada Flintridge
CA01996,California,"Los Angeles, CA",Lancaster
CA01999,California,"Los Angeles, CA",Hp: Los Angeles County
CA02000,California,"Madera, CA",Madera County
CA02001,California,"Madera, CA",Chowchilla
CA02002,California,"Madera, CA",Madera
CA02100,California,"Marin, CA",Marin County
CA02106,California,"Marin, CA",Novato
CA02109,California,"Marin, CA",San Rafael
CA02110,California,"Marin, CA",Sausalito
CA02113,California,"Marin, CA",Marin Community College
CA02117,California,"Marin, CA",Central Marin
CA02200,California,"Mariposa, CA",Mariposa County
CA02300,California,"Mendocino, CA",Mendocino County
CA02301,California,"Mendocino, CA",Fort Bragg
CA02303,California,"Mendocino, CA",Ukiah
CA02399,California,"Mendocino, CA",Hp: Mendocino County
CA02400,California,"Merced, CA",Merced County
CA02401,California,"Merced, CA",Atwater
CA02402,California,"Merced, CA",Dos Palos
CA02403,California,"Merced, CA",Gustine
CA02404,California,"Merced, CA",Livingston
CA02405,California,"Merced, CA",Los Banos
CA02406,California,"Merced, CA",Merced
CA02500,California,"Modoc, CA",Modoc County
CA02501,California,"Modoc, CA",Alturas
CA02600,California,"Mono, CA",Mono County
CA02601,California,"Mono, CA",Mammoth Lakes
CA02700,California,"Monterey, CA",Monterey County
CA02703,California,"Monterey, CA",Gonzales
CA02704,California,"Monterey, CA",Greenfield
CA02705,California,"Monterey, CA",King City
CA02706,California,"Monterey, CA",Monterey
CA02707,California,"Monterey, CA",Pacific Grove
CA02708,California,"Monterey, CA",Salinas
CA02709,California,"Monterey, CA",Sand City
CA02710,California,"Monterey, CA",Seaside
CA02711,California,"Monterey, CA",Soledad
CA02712,California,"Monterey, CA",Marina
CA02800,California,"Napa, CA",Napa County
CA02801,California,"Napa, CA",Calistoga
CA02802,California,"Napa, CA",Napa
CA02808,California,"Napa, CA",Napa State Hospital Napa County
CA02809,California,"Napa, CA",American Canyon
CA02900,California,"Nevada, CA",Nevada County
CA02901,California,"Nevada, CA",Grass Valley
CA02908,California,"Nevada, CA",Truckee
CA02999,California,"Nevada, CA",Hp: Nevada County
CA03000,California,"Orange, CA",Orange County
CA03001,California,"Orange, CA",Anaheim
CA03002,California,"Orange, CA",Brea
CA03003,California,"Orange, CA",Buena Park
CA03004,California,"Orange, CA",Costa Mesa
CA03005,California,"Orange, CA",Cypress
CA03006,California,"Orange, CA",La Palma
CA03007,California,"Orange, CA",Fountain Valley
CA03008,California,"Orange, CA",Fullerton
CA03009,California,"Orange, CA",Garden Grove
CA03010,California,"Orange, CA",Huntington Beach
CA03011,California,"Orange, CA",Laguna Beach
CA03012,California,"Orange, CA",La Habra
CA03013,California,"Orange, CA",Los Alamitos
CA03014,California,"Orange, CA",Newport Beach
CA03015,California,"Orange, CA",Orange
CA03016,California,"Orange, CA",Placentia
CA03017,California,"Orange, CA",San Clemente
CA03018,California,"Orange, CA",San Juan Capistrano
CA03019,California,"Orange, CA",Santa Ana
CA03020,California,"Orange, CA",Seal Beach
CA03021,California,"Orange, CA",Stanton
CA03022,California,"Orange, CA",Tustin
CA03024,California,"Orange, CA",Westminster
CA03025,California,"Orange, CA",Yorba Linda
CA03026,California,"Orange, CA",Irvine
CA03027,California,"Orange, CA",Ca St Un: Fullerton
CA03035,California,"Orange, CA",Mission Viejo
CA03039,California,"Orange, CA",Laguna Niguel
CA03042,California,"Orange, CA",Laguna Hills
CA03043,California,"Orange, CA",Lake Forest
CA03047,California,"Orange, CA",Laguna Woods
CA03048,California,"Orange, CA",Rancho Santa Margarita
CA03049,California,"Orange, CA",Aliso Viejo
CA03100,California,"Placer, CA",Placer County
CA03101,California,"Placer, CA",Auburn
CA03103,California,"Placer, CA",Lincoln
CA03104,California,"Placer, CA",Rocklin
CA03105,California,"Placer, CA",Roseville
CA03200,California,"Plumas, CA",Plumas County
CA03300,California,"Riverside, CA",Riverside County
CA03301,California,"Riverside, CA",Banning
CA03302,California,"Riverside, CA",Beaumont
CA03303,California,"Riverside, CA",Blythe
CA03305,California,"Riverside, CA",Coachella
CA03306,California,"Riverside, CA",Desert Hot Springs
CA03308,California,"Riverside, CA",Hemet
CA03309,California,"Riverside, CA",Indio
CA03310,California,"Riverside, CA",Norco
CA03311,California,"Riverside, CA",Palm Springs
CA03312,California,"Riverside, CA",Perris
CA03313,California,"Riverside, CA",Riverside
CA03314,California,"Riverside, CA",San Jacinto
CA03315,California,"Riverside, CA",Corona
CA03316,California,"Riverside, CA",Indian Wells
CA03318,California,"Riverside, CA",Palm Desert
CA03325,California,"Riverside, CA",Cathedral City
CA03330,California,"Riverside, CA",Lake Elsinore
CA03331,California,"Riverside, CA",La Quinta
CA03332,California,"Riverside, CA",Moreno Valley
CA03338,California,"Riverside, CA",Temecula
CA03340,California,"Riverside, CA",Calimesa
CA03342,California,"Riverside, CA",Murrieta
CA03377,California,"Riverside, CA",Wildomar
CA03378,California,"Riverside, CA",Menifee
CA03379,California,"Riverside, CA",Eastvale
CA033A0,California,"Riverside, CA",Jurupa Valley
CA03400,California,"Sacramento, CA",Sacramento County
CA03401,California,"Sacramento, CA",Folsom
CA03402,California,"Sacramento, CA",Galt
CA03403,California,"Sacramento, CA",Isleton
CA03404,California,"Sacramento, CA",Sacramento
CA0340H,California,"Sacramento, CA",Elk Grove
CA03455,California,"Sacramento, CA",Rancho Cordova
CA03496,California,"Sacramento, CA",Citrus Heights
CA03499,California,"Sacramento, CA",Hp: Sacramento County
CA03500,California,"San Benito, CA",San Benito County
CA03501,California,"San Benito, CA",Hollister
CA03600,California,"San Bernardino, CA",San Bernardino County
CA03601,California,"San Bernardino, CA",Barstow
CA03602,California,"San Bernardino, CA",Chino
CA03603,California,"San Bernardino, CA",Colton
CA03604,California,"San Bernardino, CA",Fontana
CA03605,California,"San Bernardino, CA",Montclair
CA03606,California,"San Bernardino, CA",Needles
CA03607,California,"San Bernardino, CA",Ontario
CA03608,California,"San Bernardino, CA",Redlands
CA03609,California,"San Bernardino, CA",Rialto
CA03610,California,"San Bernardino, CA",San Bernardino
CA03611,California,"San Bernardino, CA",Upland
CA03612,California,"San Bernardino, CA",Victorville
CA03613,California,"San Bernardino, CA",Adelanto
CA03616,California,"San Bernardino, CA",Rancho Cucamonga
CA03620,California,"San Bernardino, CA",Big Bear Lake
CA03621,California,"San Bernardino, CA",Grand Terrace
CA03622,California,"San Bernardino, CA",Loma Linda
CA03630,California,"San Bernardino, CA",Highland
CA03631,California,"San Bernardino, CA",Twentynine Palms
CA03632,California,"San Bernardino, CA",Hesperia
CA03633,California,"San Bernardino, CA",Apple Valley
CA03635,California,"San Bernardino, CA",Yucaipa
CA03640,California,"San Bernardino, CA",Chino Hills
CA03641,California,"San Bernardino, CA",Yucca Valley
CA03657,California,"San Bernardino, CA",Patton State Hospital
CA03700,California,"San Diego, CA",San Diego County
CA03701,California,"San Diego, CA",Carlsbad
CA03702,California,"San Diego, CA",Chula Vista
CA03703,California,"San Diego, CA",Coronado
CA03705,California,"San Diego, CA",El Cajon
CA03706,California,"San Diego, CA",Escondido
CA03707,California,"San Diego, CA",Imperial Beach
CA03708,California,"San Diego, CA",La Mesa
CA03709,California,"San Diego, CA",National City
CA03710,California,"San Diego, CA",Oceanside
CA03711,California,"San Diego, CA",San Diego
CA03712,California,"San Diego, CA",San Marcos
CA03713,California,"San Diego, CA",Vista
CA03715,California,"San Diego, CA",Port Of San Diego Harbor
CA03797,California,"San Diego, CA",University of California: San Diego
CA037A1,California,"San Diego, CA",Lemon Grove
CA037A2,California,"San Diego, CA",Santee
CA037A3,California,"San Diego, CA",Poway
CA037A4,California,"San Diego, CA",Encinitas
CA037A5,California,"San Diego, CA",Solana Beach
CA03801,California,"San Francisco, CA",San Francisco
CA03897,California,"San Francisco, CA",Un Of Ca: San Francisco
CA03899,California,"San Francisco, CA",Highway Patrol: San Francisco County
CA03900,California,"San Joaquin, CA",San Joaquin County
CA03901,California,"San Joaquin, CA",Escalon
CA03902,California,"San Joaquin, CA",Lodi
CA03903,California,"San Joaquin, CA",Manteca
CA03905,California,"San Joaquin, CA",Stockton
CA03906,California,"San Joaquin, CA",Tracy
CA04000,California,"San Luis Obispo, CA",San Luis Obispo County
CA04001,California,"San Luis Obispo, CA",Arroyo Grande
CA04002,California,"San Luis Obispo, CA",Grover Beach
CA04003,California,"San Luis Obispo, CA",Morro Bay
CA04004,California,"San Luis Obispo, CA",Paso Robles
CA04006,California,"San Luis Obispo, CA",San Luis Obispo
CA04008,California,"San Luis Obispo, CA",Atascadero
CA04100,California,"San Mateo, CA",San Mateo County
CA04102,California,"San Mateo, CA",Belmont
CA04103,California,"San Mateo, CA",Brisbane
CA04104,California,"San Mateo, CA",Burlingame
CA04106,California,"San Mateo, CA",Daly City
CA04108,California,"San Mateo, CA",Hillsborough
CA04109,California,"San Mateo, CA",Menlo Park
CA04110,California,"San Mateo, CA",Millbrae
CA04111,California,"San Mateo, CA",Pacifica
CA04113,California,"San Mateo, CA",Redwood City
CA04114,California,"San Mateo, CA",San Bruno
CA04116,California,"San Mateo, CA",San Mateo
CA04117,California,"San Mateo, CA",South San Francisco
CA04119,California,"San Mateo, CA",Broadmoor
CA04120,California,"San Mateo, CA",Foster City
CA04127,California,"San Mateo, CA",East Palo Alto
CA04200,California,"Santa Barbara, CA",Santa Barbara County
CA04202,California,"Santa Barbara, CA",Lompoc
CA04203,California,"Santa Barbara, CA",Santa Barbara
CA04204,California,"Santa Barbara, CA",Santa Maria
CA04205,California,"Santa Barbara, CA",Carpinteria
CA04212,California,"Santa Barbara, CA",Buellton
CA04214,California,"Santa Barbara, CA",Goleta
CA04300,California,"Santa Clara, CA",Santa Clara County
CA04302,California,"Santa Clara, CA",Campbell
CA04303,California,"Santa Clara, CA",Cupertino
CA04304,California,"Santa Clara, CA",Gilroy
CA04307,California,"Santa Clara, CA",Los Gatos
CA04308,California,"Santa Clara, CA",Milpitas
CA04309,California,"Santa Clara, CA",Monte Sereno
CA04310,California,"Santa Clara, CA",Morgan Hill
CA04311,California,"Santa Clara, CA",Mountain View
CA04312,California,"Santa Clara, CA",Palo Alto
CA04313,California,"Santa Clara, CA",San Jose
CA04314,California,"Santa Clara, CA",Santa Clara
CA04315,California,"Santa Clara, CA",Saratoga
CA04316,California,"Santa Clara, CA",Sunnyvale
CA04317,California,"Santa Clara, CA",California State University: San Jose
CA04400,California,"Santa Cruz, CA",Santa Cruz County
CA04401,California,"Santa Cruz, CA",Capitola
CA04402,California,"Santa Cruz, CA",Santa Cruz
CA04403,California,"Santa Cruz, CA",Watsonville
CA04500,California,"Shasta, CA",Shasta County
CA04501,California,"Shasta, CA",Anderson
CA04502,California,"Shasta, CA",Redding
CA04700,California,"Siskiyou, CA",Siskiyou County
CA04702,California,"Siskiyou, CA",Dunsmuir
CA04705,California,"Siskiyou, CA",Montague
CA04706,California,"Siskiyou, CA",Mount Shasta
CA04708,California,"Siskiyou, CA",Weed
CA04709,California,"Siskiyou, CA",Yreka
CA04800,California,"Solano, CA",Solano County
CA04801,California,"Solano, CA",Benicia
CA04802,California,"Solano, CA",Dixon
CA04803,California,"Solano, CA",Fairfield
CA04805,California,"Solano, CA",Suisun City
CA04806,California,"Solano, CA",Vacaville
CA04807,California,"Solano, CA",Vallejo
CA04900,California,"Sonoma, CA",Sonoma County
CA04902,California,"Sonoma, CA",Cotati
CA04903,California,"Sonoma, CA",Healdsburg
CA04904,California,"Sonoma, CA",Rohnert Park
CA04905,California,"Sonoma, CA",Santa Rosa
CA04906,California,"Sonoma, CA",Sebastopol
CA04907,California,"Sonoma, CA",Sonoma
CA04908,California,"Sonoma, CA",Petaluma
CA04909,California,"Sonoma, CA",Sonoma State University
CA04915,California,"Sonoma, CA",Windsor
CA05000,California,"Stanislaus, CA",Stanislaus County
CA05001,California,"Stanislaus, CA",Ceres
CA05002,California,"Stanislaus, CA",Modesto
CA05003,California,"Stanislaus, CA",Newman
CA05004,California,"Stanislaus, CA",Oakdale
CA05005,California,"Stanislaus, CA",Patterson
CA05006,California,"Stanislaus, CA",Riverbank
CA05007,California,"Stanislaus, CA",Turlock
CA05008,California,"Stanislaus, CA",Waterford
CA05009,California,"Stanislaus, CA",Hughson
CA05100,California,"Sutter, CA",Sutter County
CA05102,California,"Sutter, CA",Yuba City
CA05200,California,"Tehama, CA",Tehama County
CA05201,California,"Tehama, CA",Corning
CA05202,California,"Tehama, CA",Red Bluff
CA05300,California,"Trinity, CA",Trinity County
CA05400,California,"Tulare, CA",Tulare County
CA05401,California,"Tulare, CA",Dinuba
CA05402,California,"Tulare, CA",Exeter
CA05403,California,"Tulare, CA",Farmersville
CA05404,California,"Tulare, CA",Lindsay
CA05405,California,"Tulare, CA",Porterville
CA05406,California,"Tulare, CA",Tulare
CA05407,California,"Tulare, CA",Visalia
CA05408,California,"Tulare, CA",Woodlake
CA05500,California,"Tuolumne, CA",Tuolumne County
CA05501,California,"Tuolumne, CA",Sonora
CA05600,California,"Ventura, CA",Ventura County
CA05601,California,"Ventura, CA",Camarillo
CA05602,California,"Ventura, CA",Fillmore
CA05604,California,"Ventura, CA",Oxnard
CA05605,California,"Ventura, CA",Port Hueneme
CA05606,California,"Ventura, CA",Santa Paula
CA05607,California,"Ventura, CA",Thousand Oaks
CA05608,California,"Ventura, CA",Ventura
CA05609,California,"Ventura, CA",Simi Valley
CA05700,California,"Yolo, CA",Yolo County
CA05701,California,"Yolo, CA",Davis
CA05702,California,"Yolo, CA",Winters
CA05703,California,"Yolo, CA",Woodland
CA05704,California,"Yolo, CA",West Sacramento
CA05800,California,"Yuba, CA",Yuba County
CA05801,California,"Yuba, CA",Marysville
CADI099,California,"San Diego, CA",La Jolla Tribal
CADIT00,California,"Tulare, CA",Tule River Tribal County
CADIT02,California,"Humboldt, CA",Yurok Tribal
CADIT08,California,"Humboldt, CA",Hoopa Valley Tribal
CADIT09,California,"Mendocino, CA",Coyote Valley Tribal
CO00100,Colorado,"Adams, CO",Adams County
CO00101,Colorado,"Arapahoe, CO",Aurora
CO00102,Colorado,"Adams, CO",Brighton
CO00103,Colorado,"Adams, CO",Commerce City
CO00104,Colorado,"Adams, CO",Thornton
CO00105,Colorado,"Adams, CO",Westminster
CO00106,Colorado,"Adams, CO",Northglenn
CO00108,Colorado,"Adams, CO",Federal Heights
CO00201,Colorado,"Alamosa, CO",Alamosa
CO00300,Colorado,"Arapahoe, CO",Arapahoe County
CO00301,Colorado,"Arapahoe, CO",Englewood
CO00302,Colorado,"Arapahoe, CO",Littleton
CO00303,Colorado,"Arapahoe, CO",Sheridan
CO00304,Colorado,"Arapahoe, CO",Glendale
CO00307,Colorado,"Arapahoe, CO",Greenwood Village
CO00311,Colorado,"Arapahoe, CO",Centennial
CO00400,Colorado,"Archuleta, CO",Archuleta County
CO00401,Colorado,"Archuleta, CO",Pagosa Springs
CO00600,Colorado,"Bent, CO",Bent County
CO00700,Colorado,"Boulder, CO",Boulder County
